,0
1107,1103.0
1108,1028.0
1109,981.0
1110,860.9999999999999
1111,846.0
1112,843.0
1113,824.0
1114,813.0
1115,788.0
1116,773.0
1117,775.0
1118,774.0
1119,774.0
1120,777.0
1121,782.0
1122,754.0
1123,733.0
1124,766.0
1125,813.0
1126,887.0
1127,867.0
1128,877.0
1129,789.0
1130,744.0
1131,751.0
1132,757.0
1133,704.0
1134,710.0
1135,669.0
1136,633.0
1137,654.0
1138,692.0
1139,726.0
1140,739.0
1141,739.0
1142,737.0
1143,763.0
1144,818.0
1145,834.0
1146,827.0
1147,836.0
1148,836.0
1149,816.0000000000001
1150,789.0
1151,772.0
1152,825.0
1153,798.0
1154,789.0
1155,835.0
1156,804.0
1157,865.0
1158,833.0
1159,901.0
1160,873.0
1161,939.0
1162,923.0
1163,975.0
1164,991.0
1165,994.0
1166,1030.0
1167,1057.0
1168,1041.0
1169,1098.0
1170,1051.0
1171,1114.0
1172,1086.0
1173,1158.0
1174,1133.0
1175,1194.0
1176,1166.0
1177,1205.0
1178,1199.0
1179,1295.0
1180,1664.0
1181,1888.0
1182,1878.0
1183,1900.0
1184,1895.0
1185,1762.0
1186,1770.0
1187,1648.0
1188,1650.0
1189,1536.0
1190,1446.0
1191,1405.0
1192,1356.0
1193,1312.0
1194,1381.0
1195,1342.0
1196,1401.0
1197,1339.0
1198,1337.0
1199,1341.0
1200,1314.0
1201,1347.0
1202,1308.0
1203,1321.0
1204,1284.0
1205,1300.0
1206,1265.0
1207,1300.0
1208,1278.0
1209,1326.0
1210,1281.0
1211,1316.0
1212,1271.0
1213,1300.0
1214,1272.0
1215,1295.0
1216,1343.0
1217,1328.0
1218,1233.0
1219,1145.0
1220,1081.0
1221,1050.0
1222,1008.0
1223,953.0
1224,889.0
1225,842.0
1226,864.0
1227,860.9999999999999
1228,836.0
1229,826.0
1230,787.0
1231,824.0
1232,784.0
1233,749.0
1234,812.0
1235,813.0
1236,874.0
1237,886.0
1238,951.0
1239,950.0
1240,1003.0
1241,987.0
1242,1021.0
1243,1008.0
1244,1042.0
1245,1006.0
1246,1073.0
1247,1130.0
1248,1090.0
1249,1147.0
1250,1086.0
1251,1134.0
1252,1086.0
1253,1119.0
1254,1084.0
1255,1106.0
1256,1145.0
1257,1091.0
1258,1066.0
1259,1064.0
1260,1139.0
1261,1171.0
1262,1263.0
1263,1267.0
1264,1338.0
1265,1397.0
1266,1350.0
1267,1403.0
1268,1338.0
1269,1395.0
1270,1337.0
1271,1341.0
1272,1401.0
1273,1372.0
1274,1379.0
1275,1442.0
1276,1517.0
1277,1536.0
1278,1581.0
1279,1669.0
1280,1662.0
1281,1687.0
1282,1801.0
1283,1908.0
1284,1905.0
1285,1817.0
1286,1758.0
1287,1704.0
1288,1666.0
1289,1642.0
1290,1671.0
1291,1703.0
1292,1698.0
1293,1686.0
1294,1677.0
1295,1735.0
1296,1877.0
1297,1982.0
1298,1976.0
1299,1939.0
1300,1947.0
1301,1925.0
1302,1961.0
1303,1913.0
1304,1861.0
1305,1804.0
1306,1831.0
1307,1791.0
1308,1755.0
1309,1745.0
1310,1821.0
1311,1809.0
1312,1813.0
1313,1768.0
1314,1801.0
1315,1754.0
1316,1696.0
1317,1745.0
1318,1799.0
1319,1811.0
1320,1871.0
1321,1800.0
1322,1843.0
1323,1751.0
1324,1780.0
1325,1688.0
1326,1715.0
1327,1701.0
1328,1760.0
1329,1680.0
1330,1752.0
1331,1701.0
1332,1681.0
1333,1683.0
1334,1560.0
1335,1591.0
1336,1604.0
1337,1688.0
1338,1660.0
1339,1700.0
1340,1604.0
1341,1626.0
1342,1644.0
1343,1540.0
1344,1575.0
1345,1540.0
1346,1625.0
1347,1608.0
1348,1648.0
1349,1589.0
1350,1605.0
1351,1630.0
1352,1531.0
1353,1537.0
1354,1597.0
1355,1573.0
1356,1590.0
1357,1627.0
1358,1533.0
1359,1553.0
1360,1484.0
1361,1522.0
1362,1513.0
1363,1613.0
1364,1646.0
1365,1628.0
1366,1685.0
1367,1646.0
1368,1594.0
1369,1629.0
1370,1833.0
1371,1960.0
1372,1910.0
1373,1855.0
1374,1820.0
1375,1707.0
1376,1642.0
1377,1619.0
1378,1628.0
1379,1587.0
1380,1554.0
1381,1542.0
1382,1534.0
1383,1587.0
1384,1584.0
1385,1581.0
1386,1621.0
1387,1673.0
1388,1707.0
1389,1687.0
1390,1726.0
1391,1732.0
1392,1719.0
1393,1670.0
1394,1741.0
1395,1734.0
1396,1717.0
1397,1721.0
1398,1724.0
1399,1691.0
1400,1680.0
1401,1722.0
1402,1724.0
1403,1748.0
1404,1740.0
1405,1771.0
1406,1803.0
1407,1906.0
1408,1941.0
1409,2005.0
1410,1961.0
1411,1999.0
1412,1942.0
1413,1904.0
1414,1927.0
1415,1876.0
1416,1909.0
1417,1859.0
1418,1883.0
1419,1835.0
1420,1833.0
1421,1865.0
1422,1733.0
1423,1784.0
1424,1685.0
1425,1710.0
1426,1622.0
1427,1619.0
1428,1669.0
1429,1583.0
1430,1603.0
1431,1636.0
1432,1580.0
1433,1641.0
1434,1566.0
1435,1576.0
1436,1610.0
1437,1520.0
1438,1545.0
1439,1500.0
1440,1474.0
1441,1517.0
1442,1436.0
1443,1441.0
1444,1480.0
1445,1400.0
1446,1436.0
1447,1372.0
1448,1392.0
1449,1445.0
1450,1380.0
1451,1394.0
1452,1429.0
1453,1360.0
1454,1389.0
1455,1411.0
1456,1335.0
1457,1376.0
1458,1323.0
1459,1349.0
1460,1327.0
1461,1387.0
1462,1357.0
1463,1409.0
1464,1504.0
1465,1510.0
1466,1585.0
1467,1629.0
1468,1589.0
1469,1552.0
1470,1596.0
1471,1563.0
1472,1537.0
1473,1556.0
1474,1616.0
1475,1621.0
1476,1600.0
1477,1603.0
1478,1691.0
1479,1690.0
1480,1693.0
1481,1660.0
1482,1789.0
1483,1794.0
1484,1789.0
1485,1852.0
1486,2108.0
1487,2279.0
1488,2271.0
1489,2141.0
1490,2011.0
1491,1885.0
1492,1907.0
1493,1914.0
1494,1877.0
1495,1847.0
1496,1863.0
1497,2092.0
1498,2125.0
1499,2163.0
1500,1864.0
1501,1867.0
1502,1646.0
1503,1545.0
1504,1424.0
1505,1324.0
1506,1244.0
1507,1160.0
1508,1222.0
1509,1200.0
1510,1245.0
1511,1200.0
1512,1087.0
1513,976.0
1514,835.0
1515,724.0
1516,674.0
1517,612.0
1518,638.0
1519,679.0
1520,649.0
1521,627.0
1522,609.0
1523,663.0
1524,698.0
1525,607.0
1526,507.0
1527,544.0
1528,456.0
1529,435.0
1530,444.0
1531,444.0
1532,450.0
1533,475.0
1534,511.0000000000002
1535,565.0
1536,507.0
1537,468.0
1538,476.0
1539,506.0
1540,605.0
1541,647.0
1542,667.0
1543,707.0
1544,686.0
1545,652.0
1546,647.0
1547,734.0
1548,769.0
1549,765.0
1550,740.0
1551,755.0
1552,965.0
1553,1154.0
1554,1287.0
1555,1339.0
1556,1102.0
1557,1265.0
1558,1318.0
1559,1210.0
1560,1619.0
1561,2006.0
1562,1662.0
1563,1510.0
1564,1598.0
1565,1832.0
1566,2220.0
1567,2275.0
1568,2100.0
1569,1940.0
1570,1774.0
1571,1702.0
1572,2094.0
1573,2203.0
1574,2113.0
1575,2072.0
1576,2007.0
1577,1879.0
1578,1833.0
1579,1883.0
1580,2005.0
1581,2030.0
1582,1884.0
1583,1811.0
1584,2449.0
1585,2774.0
1586,2651.0
1587,2461.0
1588,2304.0
1589,2175.0
1590,2057.0
1591,1929.0
1592,1916.0
1593,1809.0
1594,1733.0
1595,1796.0
1596,1593.0
1597,1529.0
1598,1752.0
1599,1686.0
1600,1675.0
1601,1645.0
1602,1586.0
1603,1662.0
1604,1668.0
1605,1639.0
1606,1666.0
1607,1561.0
1608,1573.0
1609,1475.0
1610,1527.0
1611,1451.0
1612,1498.0
1613,1493.0
1614,1463.0
1615,1508.0
1616,1313.0
1617,1434.0
1618,1472.0
1619,1389.0
1620,1453.0
1621,1475.0
1622,1522.0
1623,1574.0
1624,1611.0
1625,1514.0
1626,1546.0
1627,1437.0
1628,1426.0
1629,1444.0
1630,1335.0
1631,1360.0
1632,1345.0
1633,1284.0
1634,1331.0
1635,1254.0
1636,1276.0
1637,1301.0
1638,1229.0
1639,1271.0
1640,1198.0
1641,1222.0
1642,1254.0
1643,1202.0
1644,1265.0
1645,1233.0
1646,1335.0
1647,1394.0
1648,1793.0
1649,2059.0
1650,2202.0
1651,2283.0
1652,2192.0
1653,2230.0
1654,2146.0
1655,2147.0
1656,2006.0
1657,1964.0
1658,1774.0
1659,1764.0
1660,1695.0
1661,1616.0
1662,1625.0
1663,1695.0
1664,1632.0
1665,1552.0
1666,1381.0
1667,1277.0
1668,1284.0
1669,1246.0
1670,1254.0
1671,1350.0
1672,1468.0
1673,1491.0
1674,1736.0
1675,2329.0
1676,2546.0
1677,2298.0
1678,2039.0
1679,1879.0
1680,1863.0
1681,1771.0
1682,1939.0
1683,3196.0
1684,4281.0
1685,4609.0
1686,4951.0
1687,5198.0
1688,5376.0
1689,5459.0
1690,5492.0
1691,5509.0
1692,5535.0
1693,5450.0
1694,5502.0
1695,5460.0
1696,5382.0
1697,5407.0
1698,5448.0
1699,5433.0
1700,5453.0
1701,5443.0
1702,5389.0
1703,5403.0
1704,5316.0
1705,5330.0
1706,5246.0
1707,5115.0
1708,5122.0
1709,5118.0
1710,5090.0
1711,5112.0
1712,4978.0
1713,5006.0
1714,4782.0
1715,4784.0
1716,4525.0
1717,4499.0
1718,4236.0
1719,4202.0
1720,3954.0
1721,3961.0
1722,3650.0
1723,3702.0
1724,3432.0
1725,3494.0
1726,3298.0
1727,3335.0
1728,3130.0
1729,3159.0
1730,2954.0
1731,2987.0
1732,2860.0
1733,2819.0
1734,2826.0
1735,2628.0
1736,2658.0
1737,2803.0
1738,3209.0
1739,3413.0
1740,3819.0
1741,4062.0
1742,4197.0
1743,4333.0
1744,4407.0
1745,4241.0
1746,4206.0
1747,3704.0
1748,3710.0
1749,3230.0
1750,3209.0
1751,3280.0
1752,3106.0
1753,3086.0
1754,2718.0
1755,2694.0
1756,2317.0
1757,1976.0
1758,2078.0
1759,1931.0
1760,1943.0
1761,1912.0
1762,1932.0
1763,1998.0
1764,2014.0
1765,2022.0
1766,2086.0
1767,2007.0
1768,2051.0
1769,2019.0
1770,2022.0
1771,2077.0
1772,2041.0
1773,2097.0
1774,2241.0
1775,2326.0
1776,2380.0
1777,2261.0
1778,2283.0
1779,2204.0
1780,2188.0
1781,2161.0
1782,2105.0
1783,2229.0
1784,2447.0
1785,2526.0
1786,2391.0
1787,2395.0
1788,2216.0
1789,2083.0
1790,2127.0
1791,2009.0
1792,2088.0
1793,2169.0
1794,2229.0
1795,2144.0
1796,2140.0
1797,1998.0
1798,1828.0
1799,1783.0
1800,1714.0
1801,1676.0
1802,1768.0
1803,1844.0
1804,1767.0
1805,1838.0
1806,1785.0
1807,1817.0
1808,1703.0
1809,1728.0
1810,1620.0
1811,1484.0
1812,1523.0
1813,1399.0
1814,1427.0
1815,1316.0
1816,1353.0
1817,1237.0
1818,1280.0
1819,1180.0
1820,1226.0
1821,1141.0
1822,1190.0
1823,1122.0
1824,1174.0
1825,1101.0
1826,1157.0
1827,1093.0
1828,1141.0
1829,1094.0
1830,1149.0
1831,1088.0
1832,1141.0
1833,1065.0
1834,1117.0
1835,1045.0
1836,1090.0
1837,1029.0
1838,1075.0
1839,1021.0
1840,1065.0
1841,1027.0
1842,1083.0
1843,1079.0
1844,1154.0
1845,1138.0
1846,1192.0
1847,1140.0
1848,1193.0
1849,1122.0
1850,1172.0
1851,1183.0
1852,1244.0
1853,1244.0
1854,1318.0
1855,1265.0
1856,1283.0
1857,1192.0
1858,1231.0
1859,1154.0
1860,1199.0
1861,1201.0
1862,1192.0
1863,1235.0
1864,1184.0
1865,1123.0
1866,1277.0
1867,1616.0
1868,1817.0
1869,1764.0
1870,1625.0
1871,1468.0
1872,1474.0
1873,1364.0
1874,1283.0
1875,1292.0
1876,1198.0
1877,1236.0
1878,1151.0
1879,1202.0
1880,1130.0
1881,1182.0
1882,1113.0
1883,1165.0
1884,1086.0
1885,1147.0
1886,1086.0
1887,1143.0
1888,1067.0
1889,1119.0
1890,1053.0
1891,1097.0
1892,1048.0
1893,1086.0
1894,1017.0
1895,1072.0
1896,1107.0
1897,1050.0
1898,1091.0
1899,1025.0
1900,1074.0
1901,1005.0
1902,1059.0
1903,1000.0
1904,1059.0
1905,997.0000000000001
1906,1056.0
1907,1055.0
1908,994.0
1909,1059.0
1910,969.0
1911,1021.0
