,0
4166,1266.0
4167,1306.0
4168,1237.0
4169,1269.0
4170,1205.0
4171,1235.0
4172,1265.0
4173,1195.0
4174,1229.0
4175,1164.0
4176,1199.0
4177,1145.0
4178,1198.0
4179,1151.0
4180,1193.0
4181,1233.0
4182,1167.0
4183,1203.0
4184,1146.0
4185,1181.0
4186,1158.0
4187,1147.0
4188,1184.0
4189,1167.0
4190,1153.0
4191,1179.0
4192,1143.0
4193,1147.0
4194,1177.0
4195,1088.0
4196,1135.0
4197,1171.0
4198,1062.0
4199,1116.0
4200,1146.0
4201,1050.0
4202,1110.0
4203,1141.0
4204,1038.0
4205,1100.0
4206,1127.0
4207,1051.0
4208,1090.0
4209,1116.0
4210,1591.0
4211,1603.0
4212,1622.0
4213,1570.0
4214,1555.0
4215,1571.0
4216,1590.0
4217,1608.0
4218,1531.0
4219,1531.0
4220,1553.0
4221,1577.0
4222,1493.0
4223,1509.0
4224,1533.0
4225,1479.0
4226,1524.0
4227,1475.0
4228,1519.0
4229,1563.0
4230,1490.0
4231,1535.0
4232,1437.0
4233,1516.0
4234,1489.0
4235,1517.0
4236,1484.0
4237,1506.0
4238,1491.0
4239,1441.0
4240,1521.0
4241,1500.0
4242,1434.0
4243,1416.0
4244,1457.0
4245,1441.0
4246,1459.0
4247,1583.0
4248,1585.0
4249,1566.0
4250,1626.0
4251,1579.0
4252,1648.0
4253,1630.0
4254,1624.0
4255,1714.0
4256,1720.0
4257,1746.0
4258,1751.0
4259,1783.0
4260,1821.0
4261,1747.0
4262,1712.0
4263,1714.0
4264,1696.0
4265,1669.0
4266,1690.0
4267,1622.0
4268,1628.0
4269,1667.0
4270,1607.0
4271,1568.0
4272,1630.0
4273,1567.0
4274,1516.0
4275,1514.0
4276,1542.0
4277,1490.0
4278,1508.0
4279,1449.0
4280,1466.0
4281,1495.0
4282,1437.0
4283,1475.0
4284,1519.0
4285,1458.0
4286,1435.0
4287,1502.0
4288,1431.0
4289,1451.0
4290,1368.0
4291,1369.0
4292,1390.0
4293,1279.0
4294,1318.0
4295,1338.0
4296,1356.0
4297,1253.0
4298,1304.0
4299,1348.0
4300,1343.0
4301,1529.0
4302,1645.0
4303,1683.0
4304,1704.0
4305,1686.0
4306,1639.0
4307,1673.0
4308,1613.0
4309,1530.0
4310,1582.0
4311,1465.0
4312,1502.0
4313,1433.0
4314,1388.0
4315,1385.0
4316,1365.0
4317,1289.0
4318,1165.0
4319,1160.0
4320,1108.0
4321,1093.0
4322,1094.0
4323,1026.0
4324,988.0
4325,1001.0
4326,925.0
4327,917.0
4328,931.0
4329,954.0
4330,1010.0
4331,1093.0
4332,1175.0
4333,1253.0
4334,1276.0
4335,1246.0
4336,1222.0
4337,1283.0
4338,1254.0
4339,1243.0
4340,1264.0
4341,1263.0
4342,1233.0
4343,1331.0
4344,1369.0
4345,1345.0
4346,1361.0
4347,1380.0
4348,1433.0
4349,1462.0
4350,1464.0
4351,1473.0
4352,1477.0
4353,1459.0
4354,1440.0
4355,1502.0
4356,1470.0
4357,1470.0
4358,1548.0
4359,1545.0
4360,1520.0
4361,1605.0
4362,1590.0
4363,1594.0
4364,1584.0
4365,1668.0
4366,1631.0
4367,1583.0
4368,1675.0
4369,1672.0
4370,1689.0
4371,1623.0
4372,1584.0
4373,1490.0
4374,1422.0
4375,1392.0
4376,1369.0
4377,1243.0
4378,1215.0
4379,1124.0
4380,1096.0
4381,1041.0
4382,984.0
4383,1024.0
4384,973.0
4385,946.0
4386,1001.0
4387,961.0
4388,1027.0
4389,944.0
4390,1025.0
4391,976.0
4392,1024.0
4393,995.0
4394,1055.0
4395,1040.0
4396,1108.0
4397,1058.0
4398,1150.0
4399,1217.0
4400,1146.0
4401,1192.0
4402,1224.0
4403,1234.0
4404,1143.0
4405,1263.0
4406,1236.0
4407,1223.0
4408,1227.0
4409,1166.0
4410,1109.0
4411,1102.0
4412,1069.0
4413,1057.0
4414,1008.0
4415,960.0
4416,880.0
4417,841.0
4418,807.0
4419,791.0
4420,775.0
4421,758.0
4422,733.0
4423,694.0
4424,687.0
4425,666.0
4426,645.0
4427,635.0
4428,628.0
4429,608.0
4430,586.0
4431,591.0
4432,585.0
4433,594.0
4434,599.0
4435,556.0
4436,587.0
4437,575.0
4438,593.0
4439,640.0
4440,689.0
4441,744.0
4442,782.0
4443,799.0
4444,848.0
4445,936.0
4446,1005.0
4447,1079.0
4448,1170.0
4449,1241.0
4450,1305.0
4451,1329.0
4452,1330.0
4453,1296.0
4454,1434.0
4455,1412.0
4456,1403.0
4457,1423.0
4458,1450.0
4459,1448.0
4460,1382.0
4461,1333.0
4462,1310.0
4463,1300.0
4464,1274.0
4465,1238.0
4466,1210.0
4467,1180.0
4468,1156.0
4469,1195.0
4470,1149.0
4471,1102.0
4472,1088.0
4473,1116.0
4474,1073.0
4475,1128.0
4476,1118.0
4477,1103.0
4478,1074.0
4479,1066.0
4480,1098.0
4481,1056.0
4482,1108.0
4483,1076.0
4484,1114.0
4485,1084.0
4486,1128.0
4487,1094.0
4488,1147.0
4489,1117.0
4490,1168.0
4491,1145.0
4492,1222.0
4493,1317.0
4494,1486.0
4495,1523.0
4496,1595.0
4497,1546.0
4498,1537.0
4499,1488.0
4500,1353.0
4501,1413.0
4502,1427.0
4503,1330.0
4504,1345.0
4505,1278.0
4506,1281.0
4507,1305.0
4508,1238.0
4509,1267.0
4510,1219.0
4511,1245.0
4512,1204.0
4513,1222.0
4514,1267.0
4515,1204.0
4516,1195.0
4517,1245.0
4518,1199.0
4519,1189.0
4520,1226.0
4521,1202.0
4522,1175.0
4523,1272.0
4524,1307.0
4525,1425.0
4526,1470.0
4527,1406.0
4528,1490.0
4529,1461.0
4530,1443.0
4531,1465.0
4532,1466.0
4533,1447.0
4534,1437.0
4535,1422.0
4536,1438.0
4537,1499.0
4538,1471.0
4539,1431.0
4540,1524.0
4541,1505.0
4542,1515.0
4543,1616.0
4544,1645.0
4545,1683.0
4546,1682.0
4547,1841.0
4548,2015.0
4549,2152.0
4550,2384.0
4551,2477.0
4552,2560.0
4553,2636.0
4554,2715.0
4555,2768.0
4556,2773.0
4557,2812.0
4558,2903.0
4559,2900.0
4560,2909.0
4561,2980.0
4562,2982.0
4563,3046.0
4564,3095.0
4565,3057.0
4566,3140.0
4567,3131.0
4568,3189.0
4569,3162.0
4570,3222.0
4571,3192.0
4572,3245.0
4573,3247.0
4574,3259.0
4575,3301.0
4576,3271.0
4577,3207.0
4578,3171.0
4579,3094.0
4580,3003.0
4581,2919.0
4582,2822.0
4583,2722.0
4584,2698.0
4585,2644.0
4586,2596.0
4587,2608.0
4588,2538.0
4589,2557.0
4590,2513.0
4591,2372.0
4592,2332.0
4593,2255.0
4594,2131.0
4595,2182.0
4596,2086.0
4597,2019.0
4598,2003.0
4599,1972.0
4600,1975.0
4601,1910.0
4602,1937.0
4603,1860.0
4604,1869.0
4605,1823.0
4606,1916.0
4607,1967.0
4608,2093.0
4609,2303.0
4610,2421.0
4611,2488.0
4612,2577.0
4613,2560.0
4614,2584.0
4615,2506.0
4616,2493.0
4617,2354.0
4618,2325.0
4619,2310.0
4620,2183.0
4621,2179.0
4622,2101.0
4623,2125.0
4624,2092.0
4625,2102.0
4626,2176.0
4627,2196.0
4628,2276.0
4629,2261.0
4630,2256.0
4631,2250.0
4632,2250.0
4633,2261.0
4634,2211.0
4635,2218.0
4636,2176.0
4637,2197.0
4638,2171.0
4639,2125.0
4640,2096.0
4641,2094.0
4642,2034.0
4643,2042.0
4644,1995.0
4645,1985.0
4646,2008.0
4647,1924.0
4648,1947.0
4649,1890.0
4650,1886.0
4651,1905.0
4652,1834.0
4653,1847.0
4654,1820.0
4655,1780.0
4656,1794.0
4657,1729.0
4658,1740.0
4659,1755.0
4660,1693.0
4661,1704.0
4662,1717.0
4663,1660.0
4664,1668.0
4665,1694.0
4666,1633.0
4667,1640.0
4668,1664.0
4669,1621.0
4670,1624.0
4671,1645.0
4672,1674.0
4673,1596.0
4674,1620.0
4675,1640.0
4676,1580.0
4677,1593.0
4678,1619.0
4679,1651.0
4680,1578.0
4681,1602.0
4682,1607.0
4683,1642.0
4684,1574.0
4685,1602.0
4686,1624.0
4687,1634.0
4688,1733.0
4689,1837.0
4690,1899.0
4691,1962.0
4692,1950.0
4693,1961.0
4694,1988.0
4695,2011.0
4696,1941.0
4697,1945.0
4698,1950.0
4699,1883.0
4700,1862.0
4701,1863.0
4702,1873.0
4703,1780.0
4704,1769.0
4705,1779.0
4706,1783.0
4707,1704.0
4708,1702.0
4709,1715.0
4710,1664.0
4711,1703.0
4712,1630.0
4713,1647.0
4714,1574.0
4715,1574.0
4716,1585.0
4717,1509.0
4718,1575.0
4719,1695.0
4720,1722.0
4721,1839.0
4722,1917.0
4723,1888.0
4724,1913.0
4725,1870.0
4726,1842.0
4727,1847.0
4728,1866.0
4729,1770.0
4730,1776.0
4731,1794.0
4732,1704.0
4733,1694.0
4734,1703.0
4735,1622.0
4736,1606.0
4737,1611.0
4738,1620.0
4739,1527.0
4740,1534.0
4741,1546.0
4742,1473.0
4743,1484.0
4744,1522.0
4745,1456.0
4746,1496.0
4747,1456.0
4748,1516.0
4749,1461.0
4750,1493.0
4751,1524.0
4752,1457.0
4753,1486.0
4754,1510.0
4755,1536.0
4756,1471.0
4757,1479.0
4758,1503.0
4759,1523.0
4760,1433.0
4761,1467.0
4762,1478.0
4763,1501.0
4764,1442.0
4765,1459.0
4766,1480.0
4767,1505.0
4768,1437.0
4769,1449.0
4770,1469.0
4771,1494.0
4772,1410.0
4773,1437.0
4774,1462.0
4775,1484.0
4776,1506.0
4777,1437.0
4778,1437.0
4779,1463.0
4780,1480.0
4781,1403.0
4782,1429.0
4783,1441.0
4784,1465.0
4785,1486.0
4786,1416.0
4787,1422.0
4788,1445.0
4789,1471.0
4790,1408.0
4791,1446.0
4792,1407.0
4793,1400.0
4794,1419.0
4795,1349.0
4796,1369.0
4797,1294.0
4798,1282.0
4799,1285.0
4800,1273.0
4801,1332.0
4802,1283.0
4803,1316.0
4804,1291.0
4805,1309.0
4806,1298.0
4807,1346.0
4808,1299.0
4809,1368.0
4810,1289.0
4811,1307.0
4812,1313.0
4813,1301.0
4814,1275.0
4815,1278.0
4816,1287.0
4817,1356.0
4818,1347.0
4819,1340.0
4820,1342.0
4821,1353.0
4822,1404.0
4823,1437.0
4824,1397.0
4825,1482.0
4826,1488.0
4827,1483.0
4828,1473.0
4829,1554.0
4830,1528.0
4831,1551.0
4832,1606.0
4833,1596.0
4834,1584.0
4835,1566.0
4836,1632.0
4837,1590.0
4838,1641.0
4839,1586.0
4840,1657.0
4841,1613.0
4842,1614.0
4843,1686.0
4844,1659.0
4845,1665.0
4846,1725.0
4847,1717.0
4848,1694.0
4849,1674.0
4850,1705.0
4851,1756.0
4852,1702.0
4853,1747.0
4854,1693.0
4855,1713.0
4856,1755.0
4857,1693.0
4858,1714.0
4859,1756.0
4860,1687.0
4861,1710.0
4862,1701.0
4863,1664.0
4864,1694.0
4865,1719.0
4866,1651.0
4867,1665.0
4868,1690.0
4869,1612.0
4870,1635.0
4871,1652.0
4872,1678.0
4873,1601.0
4874,1611.0
4875,1630.0
4876,1653.0
4877,1582.0
4878,1604.0
4879,1679.0
4880,1699.0
4881,1813.0
4882,1915.0
4883,1919.0
4884,1968.0
4885,2013.0
4886,2034.0
4887,1958.0
4888,1963.0
4889,1966.0
4890,1874.0
4891,1876.0
4892,1861.0
4893,1862.0
4894,1791.0
4895,1813.0
4896,1718.0
4897,1718.0
4898,1731.0
4899,1638.0
4900,1640.0
4901,1660.0
4902,1571.0
4903,1587.0
4904,1607.0
4905,1535.0
4906,1527.0
4907,1533.0
4908,1485.0
4909,1507.0
4910,1475.0
4911,1554.0
4912,1579.0
4913,1687.0
4914,1669.0
4915,1645.0
4916,1706.0
4917,1666.0
4918,1725.0
4919,1673.0
4920,1652.0
4921,1717.0
4922,1680.0
4923,1655.0
4924,1729.0
4925,1673.0
4926,1736.0
4927,1720.0
4928,1806.0
4929,1780.0
4930,1797.0
4931,1811.0
4932,1805.0
4933,1857.0
4934,1832.0
4935,1907.0
4936,1873.0
4937,1869.0
4938,1911.0
4939,1883.0
4940,1934.0
4941,1892.0
4942,1942.0
4943,1879.0
4944,1926.0
4945,1877.0
4946,1911.0
4947,1948.0
4948,1881.0
4949,1912.0
4950,1957.0
4951,1897.0
4952,1931.0
4953,1975.0
4954,2012.0
4955,2044.0
4956,2067.0
4957,2072.0
4958,2075.0
4959,2076.0
4960,2079.0
4961,2086.0
4962,2091.0
4963,2094.0
4964,2107.0
4965,2105.0
4966,2112.0
4967,2116.0
4968,2124.0
4969,2126.0
4970,2133.0
4971,2136.0
4972,2148.0
4973,2148.0
4974,2150.0
4975,2155.0
4976,2160.0
4977,2161.0
4978,2167.0
4979,2169.0
4980,2174.0
4981,2181.0
4982,2178.0
4983,2179.0
4984,2183.0
4985,2188.0
4986,2194.0
4987,2198.0
4988,2197.0
4989,2201.0
4990,2206.0
4991,2208.0
4992,2208.0
4993,2211.0
4994,2215.0
4995,2219.0
4996,2203.0
4997,2098.0
4998,2099.0
4999,2063.0
5000,2075.0
5001,2089.0
5002,2156.0
5003,2160.0
5004,2219.0
5005,2329.0
5006,2405.0
5007,2577.0
5008,2657.0
5009,2741.0
5010,2874.0
5011,2898.0
5012,2940.0
5013,3024.0
5014,3042.0
5015,3042.0
5016,3035.0
5017,3087.0
5018,3021.0
5019,2959.0
5020,2966.0
5021,2879.0
5022,2870.0
5023,2798.0
5024,2792.0
5025,2729.0
5026,2726.0
5027,2663.0
5028,2676.0
5029,2613.0
5030,2651.0
5031,2602.0
5032,2549.0
5033,2598.0
5034,2529.0
5035,2503.0
5036,2495.0
5037,2453.0
5038,2498.0
5039,2431.0
5040,2468.0
5041,2406.0
5042,2458.0
5043,2398.0
5044,2437.0
5045,2403.0
5046,2393.0
5047,2421.0
5048,2445.0
5049,2374.0
5050,2392.0
5051,2416.0
5052,2334.0
5053,2342.0
5054,2312.0
5055,2346.0
5056,2322.0
5057,2330.0
5058,2369.0
5059,2414.0
5060,2379.0
5061,2377.0
5062,2398.0
5063,2423.0
5064,2444.0
5065,2355.0
5066,2362.0
5067,2366.0
5068,2371.0
5069,2287.0
5070,2295.0
5071,2327.0
5072,2321.0
5073,2393.0
5074,2375.0
5075,2424.0
5076,2447.0
5077,2382.0
5078,2348.0
5079,2345.0
5080,2350.0
5081,2258.0
5082,2268.0
5083,2198.0
5084,2262.0
5085,2239.0
5086,2300.0
5087,2385.0
5088,2402.0
5089,2528.0
5090,2669.0
5091,2746.0
5092,2891.0
5093,2944.0
5094,3093.0
5095,3141.0
5096,3271.0
5097,3281.0
5098,3382.0
5099,3372.0
5100,3392.0
5101,3447.0
5102,3437.0
5103,3456.0
5104,3532.0
5105,3480.0
5106,3524.0
5107,3445.0
5108,3380.0
5109,3452.0
5110,3384.0
5111,3434.0
5112,3315.0
5113,3218.0
5114,3230.0
5115,3110.0
5116,3018.0
5117,2915.0
5118,2842.0
5119,2791.0
5120,2759.0
5121,2825.0
5122,2797.0
5123,2900.0
5124,2863.0
5125,2918.0
5126,2841.0
5127,2877.0
5128,2789.0
5129,2813.0
5130,2753.0
5131,2684.0
5132,2679.0
5133,2602.0
5134,2555.0
5135,2547.0
5136,2561.0
5137,2466.0
5138,2486.0
5139,2391.0
5140,2389.0
5141,2412.0
5142,2433.0
5143,2327.0
5144,2341.0
5145,2376.0
5146,2270.0
5147,2280.0
5148,2307.0
5149,2236.0
5150,2221.0
5151,2240.0
5152,2268.0
5153,2185.0
5154,2202.0
5155,2221.0
5156,2237.0
5157,2172.0
5158,2162.0
5159,2192.0
5160,2222.0
5161,2124.0
5162,2141.0
5163,2158.0
5164,2191.0
5165,2086.0
5166,2106.0
5167,2114.0
5168,2140.0
5169,2048.0
5170,2056.0
5171,2074.0
5172,2099.0
5173,1993.0
5174,2009.0
5175,2031.0
5176,2062.0
5177,1968.0
5178,1976.0
5179,2013.0
5180,2030.0
5181,1966.0
5182,2009.0
5183,1986.0
5184,2006.0
5185,2060.0
5186,2058.0
5187,2078.0
5188,2130.0
5189,2209.0
5190,2231.0
5191,2215.0
5192,2235.0
5193,2242.0
5194,2124.0
5195,2027.0
5196,2014.0
5197,1979.0
5198,2043.0
5199,2013.0
5200,1964.0
5201,1933.0
5202,2034.0
5203,2035.0
5204,2015.0
5205,2032.0
5206,2076.0
5207,2069.0
5208,1987.0
5209,2069.0
5210,1987.0
5211,1975.0
5212,2028.0
5213,2179.0
5214,2297.0
5215,2780.0
5216,2824.0
5217,2846.0
5218,2798.0
5219,2692.0
5220,2591.0
5221,2597.0
5222,2532.0
5223,2340.0
5224,2308.0
5225,2255.0
5226,2264.0
5227,2250.0
5228,2146.0
5229,2152.0
5230,2165.0
5231,2063.0
5232,1996.0
5233,1911.0
5234,1856.0
5235,1823.0
5236,1767.0
5237,1843.0
5238,1923.0
5239,2072.0
5240,2202.0
5241,2170.0
5242,2170.0
5243,2191.0
5244,2091.0
5245,1956.0
5246,1785.0
5247,1725.0
5248,1657.0
5249,1513.0
5250,1401.0
5251,1340.0
5252,1268.0
5253,1158.0
5254,1174.0
5255,1225.0
5256,1178.0
5257,1121.0
5258,1225.0
5259,1189.0
5260,1282.0
5261,1254.0
5262,1261.0
5263,1475.0
5264,1617.0
5265,1617.0
5266,1741.0
5267,1716.0
5268,1776.0
5269,1669.0
5270,1615.0
5271,1702.0
5272,1615.0
5273,1523.0
5274,1567.0
5275,1466.0
5276,1519.0
5277,1494.0
5278,1491.0
5279,1541.0
5280,1557.0
5281,1622.0
5282,1726.0
5283,1795.0
5284,1845.0
5285,1808.0
5286,1996.0
5287,2053.0
5288,2101.0
5289,2041.0
5290,2119.0
5291,2042.0
5292,2022.0
5293,2114.0
5294,2128.0
5295,2301.0
5296,2232.0
5297,2132.0
5298,2149.0
5299,2040.0
5300,1920.0
5301,1800.0
5302,1700.0
5303,1767.0
5304,1586.0
5305,1647.0
5306,1502.0
5307,1570.0
5308,1455.0
5309,1505.0
5310,1431.0
5311,1478.0
5312,1385.0
5313,1438.0
5314,1496.0
5315,1409.0
5316,1461.0
5317,1378.0
5318,1433.0
5319,1349.0
5320,1394.0
5321,1439.0
5322,1366.0
5323,1447.0
5324,1358.0
5325,1407.0
5326,1315.0
5327,1360.0
5328,1308.0
5329,1398.0
5330,1341.0
5331,1269.0
5332,1304.0
5333,1344.0
5334,1244.0
5335,1285.0
5336,1327.0
5337,1228.0
5338,1285.0
5339,1324.0
5340,1238.0
5341,1285.0
5342,1330.0
5343,1345.0
5344,1291.0
5345,1337.0
5346,1386.0
5347,1317.0
5348,1353.0
5349,1402.0
5350,1331.0
5351,1362.0
5352,1402.0
5353,1313.0
5354,1363.0
5355,1410.0
5356,1341.0
5357,1372.0
5358,1414.0
5359,1322.0
5360,1362.0
5361,1401.0
5362,1439.0
5363,1351.0
5364,1386.0
5365,1428.0
5366,1338.0
5367,1373.0
5368,1413.0
5369,1330.0
5370,1354.0
5371,1389.0
5372,1317.0
5373,1345.0
5374,1386.0
5375,1325.0
5376,1379.0
5377,1380.0
5378,1344.0
5379,1305.0
5380,1223.0
5381,1177.0
5382,1217.0
5383,1128.0
5384,1071.0
5385,1000.0
5386,1050.0
5387,976.0
5388,1006.0
5389,949.0
5390,999.0
5391,967.0
5392,940.0
5393,934.0
5394,916.0
5395,883.0
5396,940.0
5397,879.0
5398,925.0
5399,867.0
5400,912.0
5401,853.0
5402,882.0
5403,916.0
5404,887.0
5405,935.0
5406,889.0
5407,936.0
5408,885.0
5409,926.0
5410,874.0
5411,947.0
5412,923.0
5413,954.0
5414,1005.0
5415,959.0
5416,1016.0
5417,982.0
5418,1029.0
5419,1100.0
5420,1060.0
5421,1122.0
5422,1077.0
5423,1131.0
5424,1197.0
5425,1147.0
5426,1201.0
5427,1262.0
5428,1205.0
5429,1258.0
5430,1313.0
5431,1247.0
5432,1293.0
5433,1340.0
5434,1261.0
5435,1292.0
5436,1329.0
5437,1241.0
5438,1283.0
5439,1320.0
5440,1267.0
5441,1317.0
5442,1296.0
5443,1339.0
5444,1256.0
5445,1289.0
5446,1328.0
5447,1249.0
5448,1273.0
5449,1308.0
5450,1213.0
5451,1256.0
5452,1291.0
5453,1324.0
5454,1250.0
5455,1300.0
5456,1259.0
5457,1359.0
5458,1463.0
5459,1556.0
5460,1537.0
5461,1611.0
5462,1674.0
5463,1597.0
5464,1669.0
5465,1604.0
5466,1592.0
5467,1557.0
5468,1551.0
5469,1505.0
5470,1430.0
5471,1402.0
5472,1326.0
5473,1218.0
5474,1212.0
5475,1226.0
5476,1179.0
5477,1113.0
5478,1057.0
5479,990.0
5480,1027.0
5481,973.9999999999999
5482,902.0
5483,925.0
5484,956.0
5485,1019.0
5486,1125.0
5487,1103.0
5488,1195.0
5489,1288.0
5490,1233.0
5491,1262.0
5492,1294.0
5493,1328.0
5494,1327.0
5495,1263.0
5496,1281.0
5497,1290.0
5498,1312.0
5499,1371.0
5500,1314.0
5501,1297.0
5502,1336.0
5503,1324.0
5504,1353.0
5505,1342.0
5506,1251.0
5507,1227.0
5508,1191.0
5509,1212.0
5510,1130.0
5511,1110.0
5512,1105.0
5513,1107.0
5514,1119.0
5515,1168.0
5516,1190.0
5517,1160.0
5518,1137.0
5519,1101.0
5520,1212.0
5521,1168.0
5522,1153.0
5523,1225.0
5524,1177.0
5525,1246.0
5526,1192.0
5527,1257.0
5528,1215.0
5529,1254.0
5530,1313.0
5531,1341.0
5532,1285.0
5533,1352.0
5534,1288.0
5535,1340.0
5536,1394.0
5537,1344.0
5538,1369.0
5539,1415.0
5540,1348.0
5541,1366.0
5542,1406.0
5543,1319.0
5544,1358.0
5545,1403.0
5546,1316.0
5547,1353.0
5548,1391.0
5549,1320.0
5550,1340.0
5551,1378.0
5552,1303.0
5553,1325.0
5554,1355.0
5555,1277.0
5556,1303.0
5557,1341.0
5558,1270.0
5559,1287.0
5560,1263.0
5561,1269.0
5562,1301.0
5563,1336.0
5564,1259.0
5565,1279.0
5566,1310.0
5567,1322.0
5568,1267.0
5569,1315.0
5570,1236.0
5571,1264.0
5572,1297.0
5573,1217.0
5574,1250.0
5575,1173.0
5576,1240.0
5577,1194.0
5578,1229.0
5579,1197.0
5580,1249.0
5581,1211.0
5582,1279.0
5583,1232.0
5584,1199.0
5585,1274.0
5586,1247.0
5587,1326.0
5588,1291.0
5589,1347.0
5590,1316.0
5591,1304.0
5592,1293.0
5593,1387.0
5594,1359.0
5595,1451.0
5596,1417.0
5597,1422.0
5598,1507.0
5599,1549.0
5600,1562.0
5601,1558.0
5602,1654.0
5603,1610.0
5604,1690.0
5605,1639.0
5606,1720.0
5607,1717.0
5608,1719.0
5609,1735.0
5610,1719.0
5611,1684.0
5612,1759.0
5613,1726.0
5614,1778.0
5615,1730.0
5616,1810.0
5617,1749.0
5618,1811.0
5619,1752.0
5620,1786.0
5621,1841.0
5622,1772.0
5623,1815.0
5624,1849.0
5625,1789.0
5626,1838.0
5627,1777.0
5628,1810.0
5629,1854.0
5630,1785.0
5631,1842.0
5632,1827.0
5633,1793.0
5634,1752.0
5635,1783.0
5636,1707.0
5637,1723.0
5638,1751.0
5639,1663.0
5640,1683.0
5641,1709.0
5642,1622.0
5643,1643.0
5644,1708.0
5645,1634.0
5646,1681.0
5647,1626.0
5648,1716.0
5649,1699.0
5650,1712.0
5651,1801.0
5652,1718.0
5653,1684.0
5654,1667.0
5655,1626.0
5656,1561.0
5657,1578.0
5658,1547.0
5659,1464.0
5660,1393.0
5661,1386.0
5662,1357.0
5663,1295.0
5664,1231.0
5665,1254.0
5666,1174.0
5667,1198.0
5668,1123.0
5669,1157.0
5670,1083.0
5671,1137.0
5672,1121.0
5673,1127.0
5674,1142.0
5675,1123.0
5676,1191.0
5677,1276.0
5678,1349.0
5679,1520.0
5680,1552.0
5681,1652.0
5682,1725.0
5683,1717.0
5684,1804.0
5685,1756.0
5686,1707.0
5687,1768.0
5688,1714.0
5689,1672.0
5690,1738.0
5691,1721.0
5692,1683.0
5693,1688.0
5694,1731.0
5695,1763.0
5696,1831.0
5697,1795.0
5698,1856.0
5699,1899.0
5700,1927.0
5701,1973.0
5702,2024.0
5703,2093.0
5704,2131.0
5705,2143.0
5706,2149.0
5707,2152.0
5708,2266.0
5709,2249.0
5710,2266.0
5711,2309.0
5712,2388.0
5713,2366.0
5714,2456.0
5715,2437.0
5716,2429.0
5717,2516.0
5718,2485.0
5719,2576.0
5720,2541.0
5721,2624.0
5722,2575.0
5723,2661.0
5724,2608.0
5725,2673.0
5726,2632.0
5727,2610.0
5728,2677.0
5729,2612.0
5730,2669.0
5731,2591.0
5732,2652.0
5733,2570.0
5734,2632.0
5735,2645.0
5736,2572.0
5737,2630.0
5738,2579.0
5739,2531.0
5740,2486.0
5741,2537.0
5742,2453.0
5743,2502.0
5744,2403.0
5745,2450.0
5746,2381.0
5747,2361.0
5748,2452.0
5749,2424.0
5750,2501.0
5751,2445.0
5752,2489.0
5753,2419.0
5754,2418.0
5755,2444.0
5756,2339.0
5757,2364.0
5758,2260.0
5759,2286.0
5760,2177.0
5761,2209.0
5762,2106.0
5763,2139.0
5764,2046.0
5765,2076.0
5766,1984.0
5767,2031.0
5768,1945.0
5769,1936.0
5770,1954.0
5771,1878.0
5772,1862.0
5773,1883.0
5774,1805.0
5775,1874.0
5776,1830.0
5777,1767.0
5778,1721.0
5779,1784.0
5780,1722.0
5781,1710.0
5782,1784.0
5783,1782.0
5784,1835.0
5785,1987.0
5786,2032.0
5787,2036.0
5788,2009.0
5789,1993.0
5790,2012.0
5791,2049.0
5792,2051.0
5793,2050.0
5794,2026.0
5795,2049.0
5796,2056.0
5797,2150.0
5798,2172.0
5799,2149.0
5800,2162.0
5801,2259.0
5802,2273.0
5803,2254.0
5804,2234.0
5805,2319.0
5806,2302.0
5807,2265.0
5808,2347.0
5809,2296.0
5810,2367.0
5811,2320.0
5812,2382.0
5813,2348.0
5814,2402.0
5815,2370.0
5816,2407.0
5817,2384.0
5818,2347.0
5819,2401.0
5820,2349.0
5821,2406.0
5822,2443.0
5823,2386.0
5824,2358.0
5825,2441.0
5826,2429.0
5827,2425.0
5828,2415.0
5829,2329.0
5830,2269.0
5831,2318.0
5832,2283.0
5833,2174.0
5834,2139.0
5835,2102.0
5836,2042.0
5837,1957.0
5838,1908.0
5839,1944.0
5840,1883.0
5841,1840.0
5842,1920.0
5843,1836.0
5844,1926.0
5845,1840.0
5846,1861.0
5847,1737.0
5848,1746.0
5849,1746.0
5850,1627.0
5851,1647.0
5852,1546.0
5853,1581.0
5854,1593.0
5855,1510.0
5856,1558.0
5857,1473.0
5858,1515.0
5859,1533.0
5860,1477.0
5861,1537.0
5862,1470.0
5863,1446.0
5864,1491.0
5865,1536.0
5866,1515.0
5867,1593.0
5868,1557.0
5869,1676.0
5870,1652.0
5871,1693.0
5872,1757.0
5873,1836.0
5874,1869.0
5875,1870.0
5876,1823.0
5877,1830.0
5878,1816.0
5879,1807.0
5880,1783.0
5881,1751.0
5882,1748.0
5883,1744.0
5884,1759.0
5885,1784.0
5886,1679.0
5887,1703.0
5888,1713.0
5889,1698.0
5890,1678.0
5891,1576.0
5892,1578.0
5893,1640.0
5894,1627.0
5895,1658.0
5896,1712.0
5897,1776.0
5898,1935.0
5899,1943.0
5900,2037.0
5901,2205.0
5902,2284.0
5903,2301.0
5904,2350.0
5905,2492.0
5906,2490.0
5907,2620.0
5908,2657.0
5909,2667.0
5910,2793.0
5911,2840.0
5912,2838.0
5913,2853.0
5914,2954.0
5915,2925.0
5916,3011.0
5917,2977.0
5918,3059.0
5919,3062.0
5920,3013.0
5921,3099.0
5922,3036.0
5923,3101.0
